source,target,relation
malware--8c8e8b01-b4b1-479b-a7a9-78c40a12b916,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,uses
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--e5cc9e7a-e61a-46a1-b869-55fb6eab058e,mitigates
malware--8d242fb4-9033-4f13-8a88-4b9b4bcd9a53,attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a,uses
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,mitigates
malware--f4d8a2d6-c684-453a-8a14-cf4a94f755c5,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
malware--396c18b9-26fb-4435-8589-fb856502e4c4,attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979,uses
tool--36dd807e-b5bc-4c3e-91ed-80682360148c,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,uses
malware--4ab44516-ad75-4e43-a280-705dc0420e2f,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
malware--e2d34c63-6f5a-41f5-86a2-e2380f27f858,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
course-of-action--987988f0-cf86-4680-a875-2f6456ab2448,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,mitigates
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,uses
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--2b5aa86b-a0df-4382-848d-30abea443327,uses
campaign--4553292d-12c6-4a93-934d-12160370d4e0,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a,uses
course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,attack-pattern--035bb001-ab69-4a0b-9f6c-2de8b09e1b9d,mitigates
malware--99164b38-1775-40bc-b77b-a2373b14540a,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,uses
x-mitre-detection-strategy--72b209e2-8c65-4217-8532-fabd0cb54ae5,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,detects
campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,uses
malware--d1974f35-0e06-478e-bc74-7530545d814b,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,uses
malware--8d8518db-0f52-4f3c-8017-01389a8522bb,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,uses
campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,uses
malware--04378e79-4387-468a-a8f7-f974b8254e44,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
malware--8dbadf80-468c-4a62-b817-4e4d8b606887,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,uses
malware--9dbdadb6-fdbf-490f-a35f-38762d06a0d2,attack-pattern--291ede6c-1473-454c-b614-5ac5ea63c987,uses
malware--b96680d1-5eb3-4f07-b95c-00ab904ac236,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--ebb42bbe-62d7-47d7-a55f-3b08b61d792d,mitigates
malware--67e6d66b-1b82-4699-b47a-e2efb6268d14,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,uses
malware--df9b350b-d4f9-4e79-a826-75cc75fbc1eb,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,uses
intrusion-set--39d6890e-7f23-4474-b8ef-e7b0343c5fc8,malware--44c75271-0e4d-496f-ae0a-a6d883a42a65,uses
malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,uses
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,uses
malware--44e2a842-415b-47f4-8549-83fbdb8a5674,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,uses
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
malware--674c514f-e485-47a8-9d49-1aaa70de155b,attack-pattern--e4dc8c01-417f-458d-9ee0-bb0617c1b391,uses
malware--bbcd7a02-ef24-4171-ac94-a93540173b94,attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,uses
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--774ad5bb-2366-4c13-a8a9-65e50b292e7c,uses
malware--727afb95-3d0f-4451-b297-362a43909923,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,uses
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470,uses
malware--5faaf81a-aa5b-4a4b-bae5-522439e068f8,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--7655ac3b-dfde-49c5-a967-242856174434,mitigates
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,uses
malware--d6748457-75c2-4989-a41f-2d017994057e,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,uses
malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,attack-pattern--0a5231ec-41af-4a35-83d0-6bdf11f28c65,uses
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,malware--00806466-754d-44ea-ad6f-0caf59cb8556,uses
malware--b8fdef82-d2cf-4948-8949-6466357b1be1,attack-pattern--d10cbd34-42e3-45c0-84d2-535a09849584,uses
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,uses
malware--db1355a7-e5c9-4e2c-8da7-eccf2ae9bf5c,attack-pattern--7c0f17c9-1af6-4628-9cbd-9e45482dd605,uses
malware--4b072c90-bc7a-432b-940e-016fc1c01761,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d,uses
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,tool--5a63f900-5e7e-4928-a746-dd4558e1df71,uses
malware--c984b414-b766-44c5-814a-2fe96c913c12,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,uses
malware--674c514f-e485-47a8-9d49-1aaa70de155b,attack-pattern--3a32740a-11b0-4bcf-b0a9-3abd0f6d3cd5,uses
tool--b1595ddd-a783-482a-90e1-8afc8d48467e,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,uses
intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,uses
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,tool--6dbdc657-d8e0-4f2f-909b-7251b3e72c6d,uses
malware--a5789a26-2b7b-4b2d-a25f-31182468d4bb,attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004,uses
attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0,attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814,subtechnique-of
malware--16662bee-9d15-4564-a128-1fce214866e9,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
malware--36801ffb-5c85-4c50-9121-6122e389366d,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
malware--4e385fa6-ebe0-43fc-9ccf-5b51b5dc4d79,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,uses
malware--979adb5a-dc30-48f0-9e3d-9a26d866928c,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,uses
malware--a8a778f5-0035-4870-bb25-53dc05029586,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--77e29a47-e263-4f11-8692-e5012f44dbac,mitigates
x-mitre-detection-strategy--206790b2-16bc-46db-a605-8bcff576c161,attack-pattern--671cd17f-a765-48fd-adc4-dad1941b1ae3,detects
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,uses
tool--26c87906-d750-42c5-946c-d4162c73fc7b,attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e,uses
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,uses
tool--6a5947f3-1a36-4653-8734-526df3e1d28d,attack-pattern--e4dc8c01-417f-458d-9ee0-bb0617c1b391,uses
malware--00806466-754d-44ea-ad6f-0caf59cb8556,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
malware--f559f945-eb8b-48b1-904c-68568deebed3,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,uses
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,uses
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
x-mitre-detection-strategy--7bbdcd3b-241e-4ec8-ab43-6bd2c34ae77d,attack-pattern--67073dde-d720-45ae-83da-b12d5e73ca3b,detects
malware--dfa03c7d-79ed-4ce2-b9d1-ddc9dbf56ad2,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,uses
malware--5147ef15-1cae-4707-8ea1-bee8d98b7f1d,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,uses
malware--7e0f8b0f-716e-494d-827e-310bd6ed709e,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,uses
intrusion-set--5f3d0238-d058-44a9-8812-3dd1b6741a8c,malware--750eb92a-7fdf-451e-9592-1d42357018f1,uses
malware--dcac85c1-6485-4790-84f6-de5e6f6b91dd,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,uses
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,mitigates
campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,uses
intrusion-set--9735c036-8ebe-47e9-9c77-b0ae656dab93,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,uses
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,uses
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,uses
x-mitre-detection-strategy--3c335443-c161-4149-9c85-d7a014550099,attack-pattern--dfefe2ed-4389-4318-8762-f0272b350a1b,detects
malware--48d96fa0-d027-45aa-a8c3-5d09f65d596d,attack-pattern--75b9a4d2-d4e2-4ca1-9aab-1badd9e05fd0,uses
malware--94d6d788-07bb-4dcc-b62f-e02626b00108,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,uses
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,malware--8d242fb4-9033-4f13-8a88-4b9b4bcd9a53,uses
intrusion-set--fa19de15-6169-428d-9cd6-3ca3d56075b7,tool--9a2640c2-9f43-46fe-b13f-bde881e55555,uses
campaign--590cd5b0-2421-4158-84a2-db13b5db02a3,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,uses
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,uses
malware--c55e0410-842d-4365-a2c8-26c0330f85b8,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,uses
intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,uses
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,malware--b57f419e-8b12-49d3-886b-145383725dcd,uses
malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,uses
malware--63c2a130-8a5b-452f-ad96-07cf0af12ffe,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--e6f19759-dde3-47fc-99cc-d9f5fa4ade60,mitigates
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,attack-pattern--3fc01293-ef5e-41c6-86ce-61f10706b64a,mitigates
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,attack-pattern--5282dd9a-d26d-4e16-88b7-7c0f4553daf4,uses
malware--9454bb5d-3bdb-40f9-a878-b5fb446ded3d,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,uses
campaign--276671b5-5425-48db-ad65-c8c2564a969b,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
attack-pattern--a009cb25-4801-4116-9105-80a91cf15c1b,attack-pattern--e01be9c5-e763-4caf-aeb7-000b416aef67,subtechnique-of
malware--b5dc19b7-588d-403b-848d-c868bd61ffa1,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,uses
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,uses
campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--208884f1-7b83-4473-ac22-4e1cf6c41471,uses
malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,uses
malware--3249e92a-870b-426d-8790-ba311c1abfb4,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
campaign--8a7c55ea-f363-4a03-b4c5-fa3fdb132d8f,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,uses
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,uses
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--c31aebd6-c9b5-420f-ba2a-5853bbf897fa,mitigates
malware--d23de441-f9cf-4802-b1ff-f588a11a896b,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,uses
attack-pattern--04ee0cb7-dac3-4c6c-9387-4c6aa096f4cf,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,revoked-by
tool--999c4e6e-b8dc-4b4f-8d6e-1b829f29997e,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a,uses
malware--c8b6cc43-ce61-42ae-87f3-a5f10526f952,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
x-mitre-detection-strategy--31f41970-898c-4c64-b018-e03eabb81916,attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0,detects
malware--958b5d06-8bb0-4c5b-a2e7-0130fe654ac7,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,uses
malware--af2ad3b7-ab6a-4807-91fd-51bcaff9acbb,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,uses
campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,tool--4664b683-f578-434f-919b-1c1aad2a1111,uses
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,uses
malware--92b03a94-7147-4952-9d5a-b4d24da7487c,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,uses
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a,uses
course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,mitigates
malware--df9b350b-d4f9-4e79-a826-75cc75fbc1eb,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
x-mitre-detection-strategy--13233865-3b73-4065-a056-43fcd6eb6ed5,attack-pattern--3e6831b2-bf4c-4ae6-b328-2e7c6633b291,detects
tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,uses
malware--b6b3dfc7-9a81-43ff-ac04-698bad48973a,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,uses
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,uses
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
malware--dc5d1a33-62aa-4a0c-aa8c-589b87beb11e,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
malware--c46eb8e6-bf29-4696-8008-3ddb0b4ca470,attack-pattern--853c4192-4311-43e1-bfbb-b11b14911852,uses
malware--4efc3e00-72f2-466a-ab7c-8a7dc6603b19,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,uses
tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf,uses
malware--99854cc8-f202-4e03-aa0a-4f8a4af93229,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b,mitigates
intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,uses
malware--4327aff5-f194-440c-b499-4d9730cc1eab,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
malware--1d1fce2f-0db5-402b-9843-4278a0694637,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,uses
malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,uses
malware--49fee0b0-390e-4bde-97f8-97ed46bd19b7,attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,uses
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,uses
malware--327b3a25-9e60-4431-b3b6-93b9c64eacbc,attack-pattern--7bd9c723-2f78-4309-82c5-47cad406572b,uses
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,uses
malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,uses
intrusion-set--7b404cd0-3ae9-41d4-90c0-023793d35d97,tool--26c87906-d750-42c5-946c-d4162c73fc7b,uses
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,uses
malware--6055aee2-d1c6-4877-94e9-a3bde9936470,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c,uses
x-mitre-detection-strategy--e04f7ddf-6a1e-4731-afd6-5edb74f4c624,attack-pattern--79a47ad0-fc3b-4821-9f01-a026b1ddba21,detects
campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,uses
malware--1d1fce2f-0db5-402b-9843-4278a0694637,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,uses
malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
intrusion-set--0d4ac089-ced4-4cc4-a989-174d08e6d030,attack-pattern--155207c0-7f53-4f13-a06b-0a9907ef5096,uses
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,uses
x-mitre-detection-strategy--fdcd77fc-d6da-4692-a978-461a7f7dba61,attack-pattern--0ce73446-8722-4086-9d43-514f1d0f669e,detects
x-mitre-detection-strategy--18fe3660-c079-4522-b1d7-7ce7f65f9686,attack-pattern--248d3fe1-7fe1-4d71-91c7-8bb7ef35cad3,detects
malware--ba09b86c-1c40-4ff1-bda0-0d8c4ca35997,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,uses
intrusion-set--918da025-04bd-48af-b6c4-f3e4d1b915eb,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,uses
malware--e7a5229f-05eb-440e-b982-9a6d2b2b87c8,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,uses
malware--76fde8df-3495-47c9-82eb-125c4f7fb621,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,uses
malware--f25aab1a-0cef-4910-a85d-bb38b32ea41a,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807,uses
campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,uses
malware--3c18ad16-9eaf-4649-984e-68551bff0d47,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,uses
course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,mitigates
malware--56e6b6c2-e573-4969-8bab-783205cebbbf,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,uses
campaign--519ee082-8ab6-439b-988f-a8a3f02c8d30,tool--11f8d7eb-1927-4806-9267-3a11d4d4d6be,uses
malware--7343e208-7cab-45f2-a47b-41ba5e2f0fab,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,uses
malware--750eb92a-7fdf-451e-9592-1d42357018f1,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,uses
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,malware--4327aff5-f194-440c-b499-4d9730cc1eab,uses
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,uses
malware--805480f1-6caa-4a67-8ca9-b2b39650d986,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,uses
malware--b00f90b6-c75c-4bfd-b813-ca9e6c9ebf29,attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,uses
intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,uses
campaign--4603cf2f-06d0-4970-9c5d-5071b08c817f,malware--0db09158-6e48-4e7c-8ce7-2b10b9c0c039,uses
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,malware--959f3b19-2dc8-48d5-8942-c66813a5101a,uses
malware--77e0ecf7-ca91-4c06-8012-8e728986a87a,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,uses
malware--5a3a31fe-5a8f-48e1-bff0-a753e5b1be70,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119,uses
malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688,uses
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--cfb525cc-5494-401d-a82b-2539ca46a561,mitigates
campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,tool--066b057c-944e-4cfc-b654-e3dfba04b926,uses
malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d,uses
campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b,attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19,uses
course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--767dbf9e-df3f-45cb-8998-4903ab5f80c0,mitigates
malware--cad3ba95-8c89-4146-ab10-08daa813f9de,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,uses
malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,uses
tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd,uses
campaign--f494272a-c110-4574-be90-42c4957f7ae7,attack-pattern--149b477f-f364-4824-b1b5-aa1d56115869,uses
malware--e8545794-b98c-492b-a5b3-4b5a02682e37,attack-pattern--2f6b4ed7-fef1-44ba-bcb8-1b4beb610b64,uses
malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4,attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc,uses
malware--54a73038-1937-4d71-a253-316e76d5413c,attack-pattern--a718a0c8-5768-41a1-9958-a1cc3f995e99,uses
course-of-action--2995bc22-2851-4345-ad19-4e7e295be264,attack-pattern--a9fb6b3f-4a3c-4703-a4f1-f55f83d1e017,mitigates
attack-pattern--4ab929c6-ee2d-4fb5-aab4-b14be2ed7179,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf,subtechnique-of
intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,malware--8a59f456-79a0-4151-9f56-9b1a67332af2,uses
malware--80a014ba-3fef-4768-990b-37d8bd10d7f4,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada,uses
malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369,attack-pattern--215d9700-5881-48b8-8265-6449dbb7195d,uses
malware--3553b49d-d4ae-4fb6-ab17-0adbc520c888,attack-pattern--4933e63b-9b77-476e-ab29-761bc5b7d15a,uses
x-mitre-detection-strategy--bcddd949-40be-40dd-949e-8f69f893360b,attack-pattern--3a40f208-a9c1-4efa-a598-4003c3681fb8,detects
